timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,grpThreads,allThreads,Latency
1460686983370,719,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,44
1460686983573,520,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,52
1460686984080,223,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,28
1460686984081,256,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,46
1460686984094,483,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,14
1460686983977,625,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311405,5,5,101
1460686984090,566,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311405,5,5,95
1460686984304,353,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,46
1460686984338,350,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,45
1460686984658,429,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,57
1460686984689,440,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,46
1460686984578,567,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311405,5,5,173
1460686984657,568,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,51
1460686984603,715,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311405,5,5,94
1460686985130,368,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,33
1460686985227,385,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,87
1460686985146,470,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311405,5,5,101
1460686985087,593,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311405,5,5,145
1460686985499,421,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,28
1460686985617,311,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,49
1460686985320,642,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,48
1460686985613,366,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,26
1460686985681,337,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311405,5,5,104
1460686985921,293,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,50
1460686985980,313,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,37
1460686986019,289,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,55
1460686985963,395,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,47
1460686986215,409,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,51
1460686986310,361,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,24
1460686986295,419,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,44
1460686986359,569,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,29
1460686985929,1012,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311405,5,5,83
1460686986625,339,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,39
1460686986672,410,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,43
1460686986930,167,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,38
1460686986715,415,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,32
1460686987098,143,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,38
1460686987130,391,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,47
1460686987083,439,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,42
1460686986943,617,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311405,5,5,139
1460686986965,629,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311405,5,5,128
1460686987242,381,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,73
1460686987623,132,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,18
1460686987522,393,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,25
1460686987756,165,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,29
1460686987561,446,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,20
1460686987922,161,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,36
1460686987595,603,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311405,5,5,118
1460686988084,167,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,15
1460686987917,435,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,23
1460686987522,868,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311405,5,5,113
1460686988008,443,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,30
1460686988253,199,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,34
1460686988200,342,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,23
1460686988354,295,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,36
1460686988452,342,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,38
1460686988391,406,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311405,5,5,81
1460686988543,327,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,22
1460686988452,427,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311405,5,5,87
1460686988798,309,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,18
1460686988650,469,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,38
1460686988880,257,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311405,5,5,59
1460686988798,411,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,37
1460686988871,396,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,31
1460686989139,261,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,67
1460686989209,360,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,18
1460686989108,487,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311405,5,5,140
1460686989120,487,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,86
1460686989268,349,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,48
1460686989400,242,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,35
1460686989570,295,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,39
1460686989643,302,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,42
1460686989610,361,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,26
1460686989618,387,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,49
1460686989597,536,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,70
1460686989866,272,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,34
1460686989946,271,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,31
1460686989972,296,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,48
1460686990138,239,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,47
1460686990218,383,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,51
1460686990270,358,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,24
1460686990134,493,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311405,5,5,100
1460686990006,638,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311405,5,5,161
1460686990379,267,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,34
1460686990602,335,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,30
1460686990647,293,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,14
1460686990629,479,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311405,5,5,95
1460686990629,499,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,35
1460686990646,543,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311405,5,5,81
1460686990942,376,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,47
1460686990942,504,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311405,5,5,148
1460686991109,596,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311405,5,5,222
1460686991128,628,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,165
1460686991190,575,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,89
1460686991319,498,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311405,5,5,136
1460686991447,417,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311405,5,5,171
1460686991707,368,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,80
1460686991865,302,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,15
1460686991757,433,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,38
1460686991785,490,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311405,5,5,101
1460686991818,481,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311405,5,5,107
1460686992077,255,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,17
1460686992168,362,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311405,5,5,87
1460686992190,408,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,30
1460686992333,279,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,31
1460686992300,320,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,17
1460686992276,351,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311405,5,5,99
1460686992532,458,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311405,5,5,114
1460686992628,469,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,36
1460686992599,606,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,31
1460686993206,226,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,38
1460686992613,833,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311405,5,5,152
1460686992991,478,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,49
1460686992621,921,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311405,5,5,182
1460686993098,453,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,83
1460686993433,193,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,33
1460686993627,248,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,52
1460686993447,576,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,60
1460686993552,477,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,24
1460686993876,186,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,50
1460686993469,694,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,27
1460686994063,183,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,27
1460686993542,882,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311405,5,5,121
1460686994247,222,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,29
1460686994029,440,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,36
1460686994024,589,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,43
1460686994469,183,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,54
1460686994469,261,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,33
1460686994164,584,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,38
1460686994426,557,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,41
1460686994614,375,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311405,5,5,92
1460686994654,354,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311405,5,5,108
1460686994731,403,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,20
1460686994749,640,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,35
1460686994990,464,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,42
1460686994984,556,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,36
1460686995008,543,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,50
1460686995136,493,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,85
1460686995454,245,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,27
1460686995390,388,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,49
1460686995700,320,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,52
1460686995552,487,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311405,5,5,87
1460686995630,426,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,37
1460686995541,517,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311405,5,5,147
1460686995780,319,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,48
1460686996021,226,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,55
1460686996057,319,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,32
1460686996101,374,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,34
1460686996059,443,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311405,5,5,99
1460686996248,282,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,32
1460686996040,556,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311405,5,5,103
1460686996376,259,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,28
1460686996531,193,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,19
1460686996476,426,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,33
1460686996503,437,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311405,5,5,125
1460686996636,372,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,53
1460686996597,497,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311405,5,5,195
1460686996725,447,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,77
1460686996902,414,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,19
1460686996940,539,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,45
1460686997095,394,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,77
1460686997008,517,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,22
1460686997317,325,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,43
1460686997173,585,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,25
1460686997490,270,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,42
1460686997526,471,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,33
1460686997761,300,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,69
1460686998062,209,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,33
1460686997644,816,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,152
1460686998272,203,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,33
1460686997760,716,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,31
1460686997997,529,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,44
1460686998476,180,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,36
1460686998476,282,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,64
1460686997480,1310,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,65
1460686998656,162,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,46
1460686998759,314,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,26
1460686998527,577,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,34
1460686998818,306,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,28
1460686999125,287,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,37
1460686999074,467,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,39
1460686998461,1138,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,34
1460686999104,501,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,25
1460686998792,967,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,35
1460686999412,375,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,28
1460686999788,233,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,33
1460686999605,448,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,41
1460686999601,469,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,29
1460686999542,647,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311405,5,5,126
1460687000022,205,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,33
1460686999760,532,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311405,5,5,128
1460687000056,456,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,40
1460687000226,346,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,49
1460687000071,524,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311405,5,5,88
1460687000189,549,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311405,5,5,95
1460687000291,450,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,45
1460687000511,285,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,31
1460687000573,288,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,27
1460687000594,348,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,35
1460687000863,251,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,25
1460687000797,379,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,56
1460687000742,450,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,46
1460687000943,296,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,29
1460687000740,543,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,30
1460687001115,209,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,51
1460687001193,380,HTTP Request,200,OK,Thread Group 1-5,bin,true,8311330,5,5,65
1460687001176,402,HTTP Request,200,OK,Thread Group 1-3,bin,true,8311330,5,5,53
1460687001326,295,HTTP Request,200,OK,Thread Group 1-4,bin,true,8311330,5,5,89
1460687001239,597,HTTP Request,200,OK,Thread Group 1-1,bin,true,8311330,5,5,58
1460687001283,591,HTTP Request,200,OK,Thread Group 1-2,bin,true,8311330,5,5,35
